collection,config,k,prefetch_limit,prefetch_mode,rescorer,recall@k,mrr@k,ndcg@k,p50_ms,p95_ms,p99_ms,qps
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,50,hybrid,rrf,0.93,0.8133,0.8425,26.28,30.78,37.93,174.17
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,100,hybrid,rrf,0.934,0.8127,0.843,26.68,32.16,37.3,295.17
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,25,hybrid,rrf,0.95,0.809,0.8435,26.61,31.8,36.22,197.08
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,50,hybrid,rrf,0.95,0.8081,0.8429,26.6,30.53,36.48,294.19
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,100,hybrid,rrf,0.95,0.8133,0.8467,26.81,33.54,38.0,252.01
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,25,sparseonly,colbert,0.872,0.8253,0.837,37.31,45.18,61.89,75.97
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,50,sparseonly,colbert,0.896,0.844,0.8571,38.02,48.12,87.0,73.01
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,100,sparseonly,colbert,0.904,0.8516,0.8647,38.47,47.27,132.14,75.85
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,25,sparseonly,colbert,0.876,0.8256,0.838,37.7,47.84,125.04,75.79
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,50,sparseonly,colbert,0.9,0.8443,0.8581,37.7,43.21,51.24,73.26
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,100,sparseonly,colbert,0.908,0.852,0.8657,38.2,43.7,48.3,75.65
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,25,sparseonly,cross-encoder,0.87,0.8298,0.84,248.55,1054.84,2042.45,2.27
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,50,sparseonly,cross-encoder,0.896,0.8497,0.8613,841.43,3093.76,5905.75,0.97
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,10,100,sparseonly,cross-encoder,0.904,0.8562,0.8681,1853.26,5005.85,8011.95,0.49
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,25,sparseonly,cross-encoder,0.874,0.8301,0.841,464.72,1171.04,2035.52,2.25
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,50,sparseonly,cross-encoder,0.898,0.8498,0.8618,905.56,3165.08,4834.02,0.96
dbpedia_scalar_int8,../qdrant-load/configs/dbpedia/config_scalar_int8.yml,20,100,sparseonly,cross-encoder,0.906,0.8563,0.8686,1942.0,4996.4,8683.65,0.48
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,25,hybrid,colbert,0.946,0.8819,0.8977,39.96,49.4,127.87,67.23
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,50,hybrid,colbert,0.948,0.8825,0.8987,40.87,51.0,58.6,67.27
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,100,hybrid,colbert,0.95,0.8831,0.8996,42.84,51.48,62.31,67.4
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,25,hybrid,colbert,0.952,0.8824,0.8994,40.37,47.09,60.83,67.37
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,50,hybrid,colbert,0.962,0.8835,0.9023,42.15,52.01,60.66,66.31
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,100,hybrid,colbert,0.962,0.884,0.9027,44.16,55.92,73.41,67.1
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,25,hybrid,cross-encoder,0.944,0.8863,0.9008,324.14,857.7,1899.18,1.84
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,50,hybrid,cross-encoder,0.95,0.8863,0.9022,1267.49,3236.13,5543.36,0.72
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,100,hybrid,cross-encoder,0.954,0.8867,0.9034,2269.66,4882.6,6393.01,0.48
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,25,hybrid,cross-encoder,0.95,0.8867,0.9022,450.06,871.58,1644.34,2.39
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,50,hybrid,cross-encoder,0.956,0.8867,0.9037,971.51,2169.18,4088.11,0.99
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,100,hybrid,cross-encoder,0.96,0.8871,0.9049,1673.43,4709.79,7157.41,0.49
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,25,hybrid,rrf,0.934,0.8056,0.8377,26.07,30.93,41.61,297.45
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,50,hybrid,rrf,0.936,0.8107,0.8419,26.35,30.96,38.26,296.68
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,100,hybrid,rrf,0.936,0.8072,0.8393,26.69,31.87,36.5,290.89
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,25,hybrid,rrf,0.952,0.8063,0.8419,26.53,31.16,35.02,302.14
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,50,hybrid,rrf,0.952,0.8127,0.8467,27.25,39.68,70.65,287.44
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,100,hybrid,rrf,0.952,0.8072,0.8426,26.81,30.34,33.89,276.59
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,25,sparseonly,colbert,0.874,0.8284,0.8398,38.76,45.62,51.49,71.85
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,50,sparseonly,colbert,0.896,0.8465,0.8588,39.32,44.0,47.88,74.66
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,100,sparseonly,colbert,0.902,0.8541,0.866,40.42,46.49,51.35,69.8
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,25,sparseonly,colbert,0.878,0.8287,0.8408,38.38,44.27,51.08,71.82
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,50,sparseonly,colbert,0.9,0.8468,0.8598,38.95,45.31,49.7,74.52
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,100,sparseonly,colbert,0.908,0.8546,0.8676,40.73,48.61,61.51,73.99
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,25,sparseonly,cross-encoder,0.872,0.8302,0.8408,246.86,1015.1,1976.42,2.34
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,50,sparseonly,cross-encoder,0.896,0.8497,0.8613,776.69,2932.97,4773.16,0.99
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,10,100,sparseonly,cross-encoder,0.904,0.8562,0.8681,1845.65,4870.66,7507.69,0.51
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,25,sparseonly,cross-encoder,0.876,0.8305,0.8418,418.04,1104.47,2026.82,2.19
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,50,sparseonly,cross-encoder,0.898,0.8498,0.8618,954.83,2921.08,4104.25,0.97
dbpedia_turbo4_noquant,../qdrant-load/configs/dbpedia/config_turbo4_noquant.yml,20,100,sparseonly,cross-encoder,0.906,0.8563,0.8686,1918.65,5008.9,7986.5,0.51
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,25,hybrid,colbert,0.95,0.8825,0.8991,42.23,74.81,105.05,67.34
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,50,hybrid,colbert,0.958,0.8846,0.9026,43.45,72.1,92.17,67.01
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,100,hybrid,colbert,0.952,0.883,0.9,46.75,96.8,117.64,67.04
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,25,hybrid,colbert,0.946,0.8802,0.8963,59.76,69.41,74.14,67.1
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,50,hybrid,colbert,0.96,0.8831,0.9015,49.91,58.46,63.55,66.16
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,100,hybrid,colbert,0.964,0.8841,0.9033,51.17,59.84,65.82,65.57
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,25,hybrid,cross-encoder,0.938,0.8836,0.8973,268.11,758.16,1474.36,2.52
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,50,hybrid,cross-encoder,0.948,0.8856,0.9012,1056.99,2620.64,3745.68,0.93
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,100,hybrid,cross-encoder,0.954,0.8864,0.9032,2061.76,4754.99,8204.72,0.46
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,25,hybrid,cross-encoder,0.944,0.884,0.8987,491.63,875.24,1590.13,2.3
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,50,hybrid,cross-encoder,0.952,0.8858,0.9022,917.34,2987.86,4680.16,0.93
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,100,hybrid,cross-encoder,0.958,0.8867,0.9042,2034.02,4970.7,8394.43,0.46
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,25,hybrid,rrf,0.93,0.7926,0.827,25.97,28.6,30.74,292.58
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,50,hybrid,rrf,0.932,0.7984,0.8317,25.92,29.25,32.21,298.74
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,100,hybrid,rrf,0.932,0.8016,0.8342,26.5,29.68,35.68,295.13
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,25,hybrid,rrf,0.946,0.7947,0.832,26.23,29.81,32.79,297.08
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,50,hybrid,rrf,0.95,0.802,0.8381,26.74,29.78,30.77,293.67
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,100,hybrid,rrf,0.95,0.8046,0.84,26.68,30.65,40.38,287.41
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,25,sparseonly,colbert,0.874,0.8286,0.84,39.17,47.0,49.77,72.17
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,50,sparseonly,colbert,0.894,0.8465,0.8584,41.01,48.41,53.88,75.59
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,100,sparseonly,colbert,0.9,0.8541,0.8657,45.58,55.19,58.54,74.72
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,25,sparseonly,colbert,0.878,0.8288,0.8409,43.04,53.32,57.94,75.75
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,50,sparseonly,colbert,0.9,0.8469,0.8599,43.51,53.33,58.61,69.12
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,100,sparseonly,colbert,0.908,0.8546,0.8677,48.71,60.18,94.12,76.0
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,25,sparseonly,cross-encoder,0.872,0.8302,0.8408,248.16,1070.28,2319.65,2.4
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,50,sparseonly,cross-encoder,0.896,0.8497,0.8613,774.14,2798.02,4694.1,1.02
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,10,100,sparseonly,cross-encoder,0.904,0.8562,0.8681,1841.67,4981.91,7778.47,0.52
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,25,sparseonly,cross-encoder,0.876,0.8305,0.8418,317.77,1212.18,2029.61,2.35
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,50,sparseonly,cross-encoder,0.898,0.8498,0.8618,848.39,3017.99,4689.9,1.01
dbpedia_turbo4_tq1,../qdrant-load/configs/dbpedia/config_tubo4_bits1.yml,20,100,sparseonly,cross-encoder,0.906,0.8563,0.8686,1857.08,4934.08,7606.26,0.52
